date,barcode,product_name,brand,category,quantity,retail_price,cost_price,subtotal,cost_total,profit,payment_method,is_event,event_source,event_name,seasonality_multiplier,total_multiplier
2024-06-11,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,13,660.0,595.0,8580.0,7735.0,845.0,CASH,False,,,1.0,1.0
2024-06-11,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,14,134.0,120.0,1876.0,1680.0,196.0,CASH,False,,,1.0,1.0
2024-06-11,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,6,12.0,10.5,72.0,63.0,9.0,CASH,False,,,1.0,1.0
2024-06-12,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,16,20.0,18.0,320.0,288.0,32.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,7,25.0,22.5,175.0,157.5,17.5,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,11,25.0,22.5,275.0,247.5,27.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,15,25.0,22.5,375.0,337.5,37.5,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,18,22.0,20.0,396.0,360.0,36.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,16,22.0,20.0,352.0,320.0,32.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,11,60.0,54.0,660.0,594.0,66.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,8,60.0,54.0,480.0,432.0,48.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,6,60.0,54.0,360.0,324.0,36.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,13,55.0,50.0,715.0,650.0,65.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,19,55.0,50.0,1045.0,950.0,95.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,12,60.0,54.0,720.0,648.0,72.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,6,55.0,50.0,330.0,300.0,30.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,9,60.0,54.0,540.0,486.0,54.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,11,60.0,54.0,660.0,594.0,66.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,9,65.0,58.5,585.0,526.5,58.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,12,12.0,10.5,144.0,126.0,18.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,18,11.5,10.0,207.0,180.0,27.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480864731007,Tang Orange 250g,Tang,BEVERAGES,18,216.0,195.0,3888.0,3510.0,378.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,15,9.0,8.0,135.0,120.0,15.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,19,8.6,7.5,163.4,142.5,20.9,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,11,17.6,15.5,193.6,170.5,23.1,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,8,58.4,52.5,467.2,420.0,47.2,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,7,60.2,54.0,421.4,378.0,43.4,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,6,25.0,22.0,150.0,132.0,18.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,19,57.5,52.0,1092.5,988.0,104.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,19,14.5,13.0,275.5,247.0,28.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480057511015,Alaska Classic Evaporated Filled Milk 140ml,Alaska,DAIRY,19,28.2,25.5,535.8,484.5,51.3,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,Alaska,DAIRY,12,39.0,35.0,468.0,420.0,48.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480864702009,Eden Cheese 165g,Mondelez,DAIRY,15,78.0,70.0,1170.0,1050.0,120.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480535824701,Dari Creme Butter Milk 100g,Dari Creme,DAIRY,17,41.0,37.0,697.0,629.0,68.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,000008586780,Datu Puti Patis 1L,Datu Puti,CONDIMENTS,5,80.85,73.0,404.25,365.0,39.25,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,642611907726,Ajinomoto Seasoning Mix 50g,Ajinomoto,BEVERAGES,7,13.0,11.5,91.0,80.5,10.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,642647382226,Sisters Night Plus Cottony Napkin,Sisters,PERSONAL_CARE,6,44.5,40.0,267.0,240.0,27.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,642321541122,Sisters Overnight Dry,Sisters,PERSONAL_CARE,6,117.0,105.0,702.0,630.0,72.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,672329634182,Whisper Cottony Soft Clean X-Long Overnight,Whisper,PERSONAL_CARE,6,128.0,115.0,768.0,690.0,78.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480088814685,Sunsilk Strong & Long 350ml,Sunsilk,PERSONAL_CARE,11,150.0,135.0,1650.0,1485.0,165.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,Downy,HOUSEHOLD,17,7.0,6.0,119.0,102.0,17.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,480004784003,Zonrox Original Bleach 250ml,Zonrox,HOUSEHOLD,12,38.0,34.0,456.0,408.0,48.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,13,660.0,595.0,8580.0,7735.0,845.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,16,134.0,120.0,2144.0,1920.0,224.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-12,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,19,12.0,10.5,228.0,199.5,28.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,18,20.0,18.0,360.0,324.0,36.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,5,25.0,22.5,125.0,112.5,12.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,17,25.0,22.5,425.0,382.5,42.5,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,13,25.0,22.5,325.0,292.5,32.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,16,22.0,20.0,352.0,320.0,32.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,16,22.0,20.0,352.0,320.0,32.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,16,60.0,54.0,960.0,864.0,96.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,20,60.0,54.0,1200.0,1080.0,120.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,15,60.0,54.0,900.0,810.0,90.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,10,55.0,50.0,550.0,500.0,50.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,8,55.0,50.0,440.0,400.0,40.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,17,60.0,54.0,1020.0,918.0,102.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,6,55.0,50.0,330.0,300.0,30.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,14,60.0,54.0,840.0,756.0,84.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,14,60.0,54.0,840.0,756.0,84.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,18,65.0,58.5,1170.0,1053.0,117.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,9,12.0,10.5,108.0,94.5,13.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,19,11.5,10.0,218.5,190.0,28.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480864731007,Tang Orange 250g,Tang,BEVERAGES,8,216.0,195.0,1728.0,1560.0,168.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,17,9.0,8.0,153.0,136.0,17.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,17,8.6,7.5,146.2,127.5,18.7,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,9,17.6,15.5,158.4,139.5,18.9,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,10,58.4,52.5,584.0,525.0,59.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,12,60.2,54.0,722.4,648.0,74.4,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,14,25.0,22.0,350.0,308.0,42.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,13,57.5,52.0,747.5,676.0,71.5,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,18,14.5,13.0,261.0,234.0,27.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480057511015,Alaska Classic Evaporated Filled Milk 140ml,Alaska,DAIRY,20,28.2,25.5,564.0,510.0,54.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,Alaska,DAIRY,7,39.0,35.0,273.0,245.0,28.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480864702009,Eden Cheese 165g,Mondelez,DAIRY,16,78.0,70.0,1248.0,1120.0,128.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480535824701,Dari Creme Butter Milk 100g,Dari Creme,DAIRY,6,41.0,37.0,246.0,222.0,24.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,000008586780,Datu Puti Patis 1L,Datu Puti,CONDIMENTS,17,80.85,73.0,1374.45,1241.0,133.45,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,642611907726,Ajinomoto Seasoning Mix 50g,Ajinomoto,BEVERAGES,10,13.0,11.5,130.0,115.0,15.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,642647382226,Sisters Night Plus Cottony Napkin,Sisters,PERSONAL_CARE,11,44.5,40.0,489.5,440.0,49.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,642321541122,Sisters Overnight Dry,Sisters,PERSONAL_CARE,12,117.0,105.0,1404.0,1260.0,144.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,672329634182,Whisper Cottony Soft Clean X-Long Overnight,Whisper,PERSONAL_CARE,18,128.0,115.0,2304.0,2070.0,234.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480088814685,Sunsilk Strong & Long 350ml,Sunsilk,PERSONAL_CARE,5,150.0,135.0,750.0,675.0,75.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,Downy,HOUSEHOLD,14,7.0,6.0,98.0,84.0,14.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,480004784003,Zonrox Original Bleach 250ml,Zonrox,HOUSEHOLD,16,38.0,34.0,608.0,544.0,64.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,12,660.0,595.0,7920.0,7140.0,780.0,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,15,134.0,120.0,2010.0,1800.0,210.0,GCASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-13,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,19,12.0,10.5,228.0,199.5,28.5,CASH,True,HOLIDAY,Independence Day,1.0,1.3
2024-06-14,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,12,20.0,18.0,240.0,216.0,24.0,CASH,False,,,1.0,1.15
2024-06-14,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,16,25.0,22.5,400.0,360.0,40.0,CASH,False,,,1.0,1.15
2024-06-14,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,12,25.0,22.5,300.0,270.0,30.0,GCASH,False,,,1.0,1.15
2024-06-14,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,10,25.0,22.5,250.0,225.0,25.0,CASH,False,,,1.0,1.15
2024-06-14,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,7,22.0,20.0,154.0,140.0,14.0,CASH,False,,,1.0,1.15
2024-06-14,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,11,22.0,20.0,242.0,220.0,22.0,GCASH,False,,,1.0,1.15
2024-06-14,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,19,60.0,54.0,1140.0,1026.0,114.0,CASH,False,,,1.0,1.15
2024-06-14,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,14,60.0,54.0,840.0,756.0,84.0,GCASH,False,,,1.0,1.15
2024-06-14,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,14,60.0,54.0,840.0,756.0,84.0,GCASH,False,,,1.0,1.15
2024-06-14,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,13,55.0,50.0,715.0,650.0,65.0,CASH,False,,,1.0,1.15
2024-06-14,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,15,55.0,50.0,825.0,750.0,75.0,CASH,False,,,1.0,1.15
2024-06-14,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,10,60.0,54.0,600.0,540.0,60.0,CASH,False,,,1.0,1.15
2024-06-14,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,18,55.0,50.0,990.0,900.0,90.0,CASH,False,,,1.0,1.15
2024-06-14,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,7,60.0,54.0,420.0,378.0,42.0,CASH,False,,,1.0,1.15
2024-06-14,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,13,60.0,54.0,780.0,702.0,78.0,GCASH,False,,,1.0,1.15
2024-06-14,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,18,65.0,58.5,1170.0,1053.0,117.0,GCASH,False,,,1.0,1.15
2024-06-14,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,12,12.0,10.5,144.0,126.0,18.0,CASH,False,,,1.0,1.15
2024-06-14,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,8,11.5,10.0,92.0,80.0,12.0,CASH,False,,,1.0,1.15
2024-06-14,480864731007,Tang Orange 250g,Tang,BEVERAGES,12,216.0,195.0,2592.0,2340.0,252.0,CASH,False,,,1.0,1.15
2024-06-14,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,17,9.0,8.0,153.0,136.0,17.0,GCASH,False,,,1.0,1.15
2024-06-14,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,4,8.6,7.5,34.4,30.0,4.4,CASH,False,,,1.0,1.15
2024-06-14,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,13,17.6,15.5,228.8,201.5,27.3,CASH,False,,,1.0,1.15
2024-06-14,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,9,58.4,52.5,525.6,472.5,53.1,CASH,False,,,1.0,1.15
2024-06-14,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,14,60.2,54.0,842.8,756.0,86.8,CASH,False,,,1.0,1.15
2024-06-14,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,11,25.0,22.0,275.0,242.0,33.0,CASH,False,,,1.0,1.15
2024-06-14,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,16,57.5,52.0,920.0,832.0,88.0,CASH,False,,,1.0,1.15
2024-06-14,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,13,14.5,13.0,188.5,169.0,19.5,CASH,False,,,1.0,1.15
2024-06-14,480057511015,Alaska Classic Evaporated Filled Milk 140ml,Alaska,DAIRY,7,28.2,25.5,197.4,178.5,18.9,GCASH,False,,,1.0,1.15
2024-06-14,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,Alaska,DAIRY,7,39.0,35.0,273.0,245.0,28.0,CASH,False,,,1.0,1.15
2024-06-14,480864702009,Eden Cheese 165g,Mondelez,DAIRY,10,78.0,70.0,780.0,700.0,80.0,GCASH,False,,,1.0,1.15
2024-06-14,480535824701,Dari Creme Butter Milk 100g,Dari Creme,DAIRY,13,41.0,37.0,533.0,481.0,52.0,GCASH,False,,,1.0,1.15
2024-06-14,000008586780,Datu Puti Patis 1L,Datu Puti,CONDIMENTS,11,80.85,73.0,889.35,803.0,86.35,CASH,False,,,1.0,1.15
2024-06-14,642611907726,Ajinomoto Seasoning Mix 50g,Ajinomoto,BEVERAGES,16,13.0,11.5,208.0,184.0,24.0,CASH,False,,,1.0,1.15
2024-06-14,642647382226,Sisters Night Plus Cottony Napkin,Sisters,PERSONAL_CARE,16,44.5,40.0,712.0,640.0,72.0,CASH,False,,,1.0,1.15
2024-06-14,642321541122,Sisters Overnight Dry,Sisters,PERSONAL_CARE,19,117.0,105.0,2223.0,1995.0,228.0,CASH,False,,,1.0,1.15
2024-06-14,672329634182,Whisper Cottony Soft Clean X-Long Overnight,Whisper,PERSONAL_CARE,9,128.0,115.0,1152.0,1035.0,117.0,GCASH,False,,,1.0,1.15
2024-06-14,480088814685,Sunsilk Strong & Long 350ml,Sunsilk,PERSONAL_CARE,7,150.0,135.0,1050.0,945.0,105.0,CASH,False,,,1.0,1.15
2024-06-14,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,Downy,HOUSEHOLD,9,7.0,6.0,63.0,54.0,9.0,GCASH,False,,,1.0,1.15
2024-06-14,480004784003,Zonrox Original Bleach 250ml,Zonrox,HOUSEHOLD,9,38.0,34.0,342.0,306.0,36.0,GCASH,False,,,1.0,1.15
2024-06-14,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,12,660.0,595.0,7920.0,7140.0,780.0,CASH,False,,,1.0,1.15
2024-06-14,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,6,134.0,120.0,804.0,720.0,84.0,CASH,False,,,1.0,1.15
2024-06-14,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,11,12.0,10.5,132.0,115.5,16.5,CASH,False,,,1.0,1.15
2024-06-15,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,16,20.0,18.0,320.0,288.0,32.0,CASH,False,,,1.0,1.3
2024-06-15,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,20,25.0,22.5,500.0,450.0,50.0,CASH,False,,,1.0,1.3
2024-06-15,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,11,25.0,22.5,275.0,247.5,27.5,CASH,False,,,1.0,1.3
2024-06-15,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,11,25.0,22.5,275.0,247.5,27.5,CASH,False,,,1.0,1.3
2024-06-15,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,10,22.0,20.0,220.0,200.0,20.0,CASH,False,,,1.0,1.3
2024-06-15,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,11,22.0,20.0,242.0,220.0,22.0,CASH,False,,,1.0,1.3
2024-06-15,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,16,60.0,54.0,960.0,864.0,96.0,GCASH,False,,,1.0,1.3
2024-06-15,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,17,60.0,54.0,1020.0,918.0,102.0,GCASH,False,,,1.0,1.3
2024-06-15,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,6,60.0,54.0,360.0,324.0,36.0,GCASH,False,,,1.0,1.3
2024-06-15,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,13,55.0,50.0,715.0,650.0,65.0,CASH,False,,,1.0,1.3
2024-06-15,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,10,55.0,50.0,550.0,500.0,50.0,CASH,False,,,1.0,1.3
2024-06-15,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,10,60.0,54.0,600.0,540.0,60.0,GCASH,False,,,1.0,1.3
2024-06-15,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,13,55.0,50.0,715.0,650.0,65.0,CASH,False,,,1.0,1.3
2024-06-15,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,11,60.0,54.0,660.0,594.0,66.0,CASH,False,,,1.0,1.3
2024-06-15,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,10,60.0,54.0,600.0,540.0,60.0,GCASH,False,,,1.0,1.3
2024-06-15,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,9,65.0,58.5,585.0,526.5,58.5,CASH,False,,,1.0,1.3
2024-06-15,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,14,12.0,10.5,168.0,147.0,21.0,CASH,False,,,1.0,1.3
2024-06-15,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,8,11.5,10.0,92.0,80.0,12.0,GCASH,False,,,1.0,1.3
2024-06-15,480864731007,Tang Orange 250g,Tang,BEVERAGES,13,216.0,195.0,2808.0,2535.0,273.0,CASH,False,,,1.0,1.3
2024-06-15,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,17,9.0,8.0,153.0,136.0,17.0,CASH,False,,,1.0,1.3
2024-06-15,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,15,8.6,7.5,129.0,112.5,16.5,CASH,False,,,1.0,1.3
2024-06-15,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,12,17.6,15.5,211.2,186.0,25.2,CASH,False,,,1.0,1.3
2024-06-15,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,8,58.4,52.5,467.2,420.0,47.2,CASH,False,,,1.0,1.3
2024-06-15,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,9,60.2,54.0,541.8,486.0,55.8,GCASH,False,,,1.0,1.3
2024-06-15,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,17,25.0,22.0,425.0,374.0,51.0,GCASH,False,,,1.0,1.3
2024-06-15,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,18,57.5,52.0,1035.0,936.0,99.0,GCASH,False,,,1.0,1.3
2024-06-15,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,8,14.5,13.0,116.0,104.0,12.0,CASH,False,,,1.0,1.3
