id,product_barcode,product_name,quantity,expiry_date,received_date,supplier_ref,supplier_name,supplier_id,cost_price,status
594,490243086729,Joy Dishwashing Liquid Lemon 475ml,31,2027-05-17,2024-07-02 00:00:00,UP-20240702-0594,Unilever Philippines,10,122.71,ACTIVE
595,480392525114,Mountain Dew 500ml,298,2024-09-29,2024-07-03 00:00:00,CBP-20240703-0595,Coca-Cola Beverages Philippines,2,20.45,ACTIVE
596,480198111696,Coke Light 1.5L,112,2025-05-18,2024-07-03 00:00:00,SMC-20240703-0596,San Miguel Corporation,1,59.83,ACTIVE
597,480392515110,Pepsi 1.5L,201,2024-09-30,2024-07-04 00:00:00,PPP-20240704-0597,Pepsi-Cola Products Philippines,3,51.14,ACTIVE
598,893951811445,Hansel Mocha Sandwich,144,2024-09-03,2024-07-04 00:00:00,OST-20240704-0598,Oishi Snack Time,13,55.23,ACTIVE
599,480864702009,Eden Cheese 165g,12,2024-12-02,2024-07-04 00:00:00,AMC-20240704-0599,Alaska Milk Corporation,8,71.6,ACTIVE
600,480088814685,Sunsilk Strong & Long 350ml,116,2025-08-30,2024-07-04 00:00:00,PSC-20240704-0600,Philippine Seven Corp (7-Eleven Dist.),15,138.08,ACTIVE
601,480198112005,Sprite 500ml,16,2025-02-26,2024-07-05 00:00:00,PPP-20240705-0601,Pepsi-Cola Products Philippines,3,23.02,ACTIVE
602,480392525110,Pepsi 500ml,171,2024-08-12,2024-07-05 00:00:00,CBP-20240705-0602,Coca-Cola Beverages Philippines,2,20.46,ACTIVE
603,480198109722,Royal Tru Strawberry 1.5L,82,2024-08-26,2024-07-05 00:00:00,PPP-20240705-0603,Pepsi-Cola Products Philippines,3,55.24,ACTIVE
604,748485200019,555 Sardines in Tomato Sauce 155g,159,2026-01-04,2024-07-05 00:00:00,DMP-20240705-0604,Del Monte Philippines Inc.,14,22.5,ACTIVE
605,544900000099,Coca-Cola Mismo 295ml,210,2025-02-27,2024-07-06 00:00:00,PPP-20240706-0605,Pepsi-Cola Products Philippines,3,18.41,ACTIVE
606,480732471900,Sprite 1L (1 Case),28,2025-05-12,2024-07-06 00:00:00,SMC-20240706-0606,San Miguel Corporation,1,322.26,ACTIVE
607,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,126,2024-09-26,2024-07-07 00:00:00,PPP-20240707-0607,Pepsi-Cola Products Philippines,3,7.67,ACTIVE
608,480036141081,Nestle Bear Brand Fortified 33g,38,2024-12-10,2024-07-08 00:00:00,SMC-20240708-0608,San Miguel Corporation,1,10.23,ACTIVE
609,672329634182,Whisper Cottony Soft Clean X-Long Overnight,22,2026-01-31,2024-07-08 00:00:00,P&G-20240708-0609,Procter & Gamble Philippines,9,117.68,ACTIVE
610,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,86,2026-05-14,2024-07-08 00:00:00,P&G-20240708-0610,Procter & Gamble Philippines,9,10.74,ACTIVE
611,480198118062,Sprite 1.5L,115,2025-01-10,2024-07-09 00:00:00,PPP-20240709-0611,Pepsi-Cola Products Philippines,3,55.26,ACTIVE
612,480198112720,Royal Swakto 195ml (1 Case),26,2024-10-05,2024-07-09 00:00:00,CBP-20240709-0612,Coca-Cola Beverages Philippines,2,114.62,ACTIVE
613,480611352020,Juicy Lemon 237 ml (1 Bundle),22,2025-05-10,2024-07-09 00:00:00,CBP-20240709-0613,Coca-Cola Beverages Philippines,2,129.97,ACTIVE
614,542353276241,Royal 1L (1 Case),18,2025-04-11,2024-07-09 00:00:00,PPP-20240709-0614,Pepsi-Cola Products Philippines,3,322.37,ACTIVE
615,480864731007,Tang Orange 250g,199,2024-09-02,2024-07-09 00:00:00,PSC-20240709-0615,Philippine Seven Corp (7-Eleven Dist.),15,199.56,ACTIVE
616,965412919731,Energen Cereal Milk Chocolate Drink 40g,110,2024-11-13,2024-07-09 00:00:00,NPI-20240709-0616,Nestle Philippines Inc.,4,8.19,ACTIVE
617,480191198062,Royal Tru Orange 1.5L,237,2024-12-04,2024-07-10 00:00:00,CBP-20240710-0617,Coca-Cola Beverages Philippines,2,55.27,ACTIVE
618,480392513032,Mountain Dew 290ml (1 Case),8,2024-08-15,2024-07-10 00:00:00,CBP-20240710-0618,Coca-Cola Beverages Philippines,2,184.24,ACTIVE
619,480057511015,Alaska Classic Evaporated Filled Milk 140ml,161,2024-09-21,2024-07-10 00:00:00,AMC-20240710-0619,Alaska Milk Corporation,8,26.1,ACTIVE
620,480392515116,Mirinda Orange 1.5L,31,2025-04-22,2024-07-11 00:00:00,PPP-20240711-0620,Pepsi-Cola Products Philippines,3,55.28,ACTIVE
621,480198112717,Coke Swakto 195ml (1 Case),27,2025-03-05,2024-07-11 00:00:00,PPP-20240711-0621,Pepsi-Cola Products Philippines,3,114.65,ACTIVE
622,480374937310,Coke 1L (1 Case),17,2025-05-29,2024-07-11 00:00:00,SMC-20240711-0622,San Miguel Corporation,1,322.45,ACTIVE
623,955600121722,Milo 22g Sachet,140,2024-10-02,2024-07-11 00:00:00,SMC-20240711-0623,San Miguel Corporation,1,10.75,ACTIVE
624,489120804013,Oishi Prawn Crackers 60g,42,2025-07-09,2024-07-11 00:00:00,PSC-20240711-0624,Philippine Seven Corp (7-Eleven Dist.),15,15.87,ACTIVE
625,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,198,2024-09-10,2024-07-11 00:00:00,AMC-20240711-0625,Alaska Milk Corporation,8,35.83,ACTIVE
626,480198102719,Sprite Swakto 195ml (1 Case),12,2025-06-24,2024-07-12 00:00:00,CBP-20240712-0626,Coca-Cola Beverages Philippines,2,114.66,ACTIVE
627,893921341445,San Sky Flakes Crackers Original 25g x 10s,136,2024-11-09,2024-07-12 00:00:00,PSC-20240712-0627,Philippine Seven Corp (7-Eleven Dist.),15,53.75,ACTIVE
628,642647382226,Sisters Night Plus Cottony Napkin,60,2027-04-11,2024-07-12 00:00:00,PSC-20240712-0628,Philippine Seven Corp (7-Eleven Dist.),15,40.95,ACTIVE
629,037000359562,Ariel With a Touch of Downy Freshness Powder,188,2027-01-24,2024-07-13 00:00:00,P&G-20240713-0629,Procter & Gamble Philippines,9,609.22,ACTIVE
630,490243086729,Joy Dishwashing Liquid Lemon 475ml,139,2027-03-27,2024-07-13 00:00:00,UP-20240713-0630,Unilever Philippines,10,122.87,ACTIVE
631,480002201028,Hunts Pork & Beans 100g Doy,177,2025-12-04,2024-07-14 00:00:00,NI-20240714-0631,NutriAsia Inc.,11,13.31,ACTIVE
632,480198111607,Coke 1.5L,96,2025-04-22,2024-07-15 00:00:00,SMC-20240715-0632,San Miguel Corporation,1,55.3,ACTIVE
633,480198111696,Coke Light 1.5L,57,2025-03-20,2024-07-15 00:00:00,PPP-20240715-0633,Pepsi-Cola Products Philippines,3,59.91,ACTIVE
634,480535824701,Dari Creme Butter Milk 100g,93,2024-11-21,2024-07-15 00:00:00,CPF-20240715-0634,Century Pacific Food Inc.,7,37.89,ACTIVE
635,642611907726,Ajinomoto Seasoning Mix 50g,63,2025-01-29,2024-07-15 00:00:00,UP-20240715-0635,Unilever Philippines,10,11.78,ACTIVE
636,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,95,2026-10-24,2024-07-15 00:00:00,UP-20240715-0636,Unilever Philippines,10,6.14,ACTIVE
637,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,111,2025-05-20,2024-07-15 00:00:00,U(R-20240715-0637,URC (Universal Robina Corporation),5,11.27,ACTIVE
638,480392515110,Pepsi 1.5L,142,2025-02-24,2024-07-16 00:00:00,SMC-20240716-0638,San Miguel Corporation,1,51.21,ACTIVE
639,748485800035,Argentina Corned Beef 260g,160,2025-10-12,2024-07-16 00:00:00,NI-20240716-0639,NutriAsia Inc.,11,53.26,ACTIVE
640,480004784003,Zonrox Original Bleach 250ml,43,2025-12-04,2024-07-16 00:00:00,UP-20240716-0640,Unilever Philippines,10,34.83,ACTIVE
641,642321541122,Sisters Overnight Dry,176,2026-12-29,2024-07-17 00:00:00,PSC-20240717-0641,Philippine Seven Corp (7-Eleven Dist.),15,107.56,ACTIVE
642,480198112000,Coke 500ml,190,2025-06-27,2024-07-18 00:00:00,SMC-20240718-0642,San Miguel Corporation,1,23.05,ACTIVE
643,893951811445,Hansel Mocha Sandwich,169,2024-11-11,2024-07-18 00:00:00,NPI-20240718-0643,Nestle Philippines Inc.,4,55.32,ACTIVE
644,000008586780,Datu Puti Patis 1L,180,2025-03-17,2024-07-18 00:00:00,UP-20240718-0644,Unilever Philippines,10,74.79,ACTIVE
645,480198112005,Sprite 500ml,157,2024-10-25,2024-07-19 00:00:00,PPP-20240719-0645,Pepsi-Cola Products Philippines,3,23.05,ACTIVE
646,480198111664,Coke Zero 1.5L,168,2025-05-15,2024-07-19 00:00:00,SMC-20240719-0646,San Miguel Corporation,1,55.33,ACTIVE
647,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,148,2024-12-08,2024-07-19 00:00:00,PPP-20240719-0647,Pepsi-Cola Products Philippines,3,7.68,ACTIVE
648,480088814685,Sunsilk Strong & Long 350ml,143,2026-09-07,2024-07-19 00:00:00,P&G-20240719-0648,Procter & Gamble Philippines,9,138.33,ACTIVE
649,480198112010,Royal Tru Orange 500ml,91,2025-02-23,2024-07-20 00:00:00,PPP-20240720-0649,Pepsi-Cola Products Philippines,3,23.06,ACTIVE
650,480392515112,7-up 1.5L,265,2024-10-29,2024-07-20 00:00:00,CBP-20240720-0650,Coca-Cola Beverages Philippines,2,51.24,ACTIVE
651,480732471900,Sprite 1L (1 Case),19,2025-06-29,2024-07-20 00:00:00,PPP-20240720-0651,Pepsi-Cola Products Philippines,3,322.8,ACTIVE
652,480392515114,Mountain Dew 1.5L,79,2024-11-09,2024-07-21 00:00:00,SMC-20240721-0652,San Miguel Corporation,1,51.24,ACTIVE
653,480864702009,Eden Cheese 165g,46,2024-08-31,2024-07-21 00:00:00,NPI-20240721-0653,Nestle Philippines Inc.,4,71.74,ACTIVE
654,480198112720,Royal Swakto 195ml (1 Case),24,2025-06-05,2024-07-22 00:00:00,PPP-20240722-0654,Pepsi-Cola Products Philippines,3,114.8,ACTIVE
655,955600121722,Milo 22g Sachet,86,2024-11-09,2024-07-22 00:00:00,NPI-20240722-0655,Nestle Philippines Inc.,4,10.76,ACTIVE
656,489120804013,Oishi Prawn Crackers 60g,168,2025-03-03,2024-07-22 00:00:00,RGO-20240722-0656,Rebisco Group of Companies,12,15.89,ACTIVE
657,672329634182,Whisper Cottony Soft Clean X-Long Overnight,34,2025-12-18,2024-07-22 00:00:00,UP-20240722-0657,Unilever Philippines,10,117.88,ACTIVE
658,480611352020,Juicy Lemon 237 ml (1 Bundle),23,2024-11-13,2024-07-23 00:00:00,CBP-20240723-0658,Coca-Cola Beverages Philippines,2,130.19,ACTIVE
659,480392525114,Mountain Dew 500ml,220,2025-04-06,2024-07-24 00:00:00,CBP-20240724-0659,Coca-Cola Beverages Philippines,2,20.51,ACTIVE
660,480392525110,Pepsi 500ml,285,2024-12-12,2024-07-24 00:00:00,CBP-20240724-0660,Coca-Cola Beverages Philippines,2,20.51,ACTIVE
661,480198109722,Royal Tru Strawberry 1.5L,34,2024-10-24,2024-07-24 00:00:00,CBP-20240724-0661,Coca-Cola Beverages Philippines,2,55.36,ACTIVE
662,480036141081,Nestle Bear Brand Fortified 33g,49,2024-10-07,2024-07-24 00:00:00,PSC-20240724-0662,Philippine Seven Corp (7-Eleven Dist.),15,10.25,ACTIVE
663,893921341445,San Sky Flakes Crackers Original 25g x 10s,132,2024-11-25,2024-07-24 00:00:00,RGO-20240724-0663,Rebisco Group of Companies,12,53.83,ACTIVE
664,748485200019,555 Sardines in Tomato Sauce 155g,125,2026-04-02,2024-07-25 00:00:00,DMP-20240725-0664,Del Monte Philippines Inc.,14,22.56,ACTIVE
665,490243086729,Joy Dishwashing Liquid Lemon 475ml,155,2026-03-12,2024-07-25 00:00:00,P&G-20240725-0665,Procter & Gamble Philippines,9,123.05,ACTIVE
666,480392515116,Mirinda Orange 1.5L,247,2025-01-22,2024-07-26 00:00:00,CBP-20240726-0666,Coca-Cola Beverages Philippines,2,55.38,ACTIVE
667,480198111696,Coke Light 1.5L,165,2024-10-13,2024-07-26 00:00:00,SMC-20240726-0667,San Miguel Corporation,1,59.99,ACTIVE
668,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,176,2026-11-03,2024-07-26 00:00:00,UP-20240726-0668,Unilever Philippines,10,10.77,ACTIVE
669,544900000099,Coca-Cola Mismo 295ml,258,2024-10-26,2024-07-27 00:00:00,CBP-20240727-0669,Coca-Cola Beverages Philippines,2,18.46,ACTIVE
670,480198102719,Sprite Swakto 195ml (1 Case),5,2025-03-12,2024-07-27 00:00:00,CBP-20240727-0670,Coca-Cola Beverages Philippines,2,114.87,ACTIVE
671,480392513032,Mountain Dew 290ml (1 Case),9,2025-06-01,2024-07-27 00:00:00,SMC-20240727-0671,San Miguel Corporation,1,184.61,ACTIVE
672,480374937310,Coke 1L (1 Case),30,2025-01-13,2024-07-27 00:00:00,PPP-20240727-0672,Pepsi-Cola Products Philippines,3,323.07,ACTIVE
673,542353276241,Royal 1L (1 Case),9,2025-06-07,2024-07-27 00:00:00,CBP-20240727-0673,Coca-Cola Beverages Philippines,2,323.07,ACTIVE
674,965412919731,Energen Cereal Milk Chocolate Drink 40g,200,2024-10-28,2024-07-28 00:00:00,AMC-20240728-0674,Alaska Milk Corporation,8,8.21,ACTIVE
675,480057511015,Alaska Classic Evaporated Filled Milk 140ml,93,2024-11-20,2024-07-28 00:00:00,AMC-20240728-0675,Alaska Milk Corporation,8,26.16,ACTIVE
676,642647382226,Sisters Night Plus Cottony Napkin,166,2026-06-01,2024-07-28 00:00:00,PSC-20240728-0676,Philippine Seven Corp (7-Eleven Dist.),15,41.03,ACTIVE
677,480198118062,Sprite 1.5L,265,2025-07-10,2024-07-29 00:00:00,CBP-20240729-0677,Coca-Cola Beverages Philippines,2,55.4,ACTIVE
678,480191198062,Royal Tru Orange 1.5L,246,2024-11-03,2024-07-29 00:00:00,PPP-20240729-0678,Pepsi-Cola Products Philippines,3,55.4,ACTIVE
679,480864731007,Tang Orange 250g,70,2025-01-03,2024-07-29 00:00:00,PSC-20240729-0679,Philippine Seven Corp (7-Eleven Dist.),15,200.05,ACTIVE
680,480198112005,Sprite 500ml,256,2025-03-05,2024-07-30 00:00:00,SMC-20240730-0680,San Miguel Corporation,1,23.08,ACTIVE
681,480535824701,Dari Creme Butter Milk 100g,114,2025-01-02,2024-07-30 00:00:00,CPF-20240730-0681,Century Pacific Food Inc.,7,37.96,ACTIVE
682,480004784003,Zonrox Original Bleach 250ml,161,2027-02-25,2024-07-30 00:00:00,UP-20240730-0682,Unilever Philippines,10,34.88,ACTIVE
683,480198112000,Coke 500ml,103,2025-07-03,2024-07-31 00:00:00,PPP-20240731-0683,Pepsi-Cola Products Philippines,3,23.09,ACTIVE
684,480198112717,Coke Swakto 195ml (1 Case),23,2025-02-15,2024-07-31 00:00:00,SMC-20240731-0684,San Miguel Corporation,1,114.93,ACTIVE
685,748485800035,Argentina Corned Beef 260g,105,2025-12-14,2024-07-31 00:00:00,CPF-20240731-0685,Century Pacific Food Inc.,7,53.36,ACTIVE
686,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,22,2024-11-24,2024-07-31 00:00:00,AMC-20240731-0686,Alaska Milk Corporation,8,35.91,ACTIVE
687,642321541122,Sisters Overnight Dry,177,2027-01-19,2024-07-31 00:00:00,P&G-20240731-0687,Procter & Gamble Philippines,9,107.74,ACTIVE
688,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,235,2025-01-15,2024-07-31 00:00:00,MNC-20240731-0688,Monde Nissin Corporation,6,11.29,ACTIVE
689,480392515112,7-up 1.5L,64,2025-02-17,2024-08-01 00:00:00,PPP-20240801-0689,Pepsi-Cola Products Philippines,3,51.31,ACTIVE
690,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,58,2025-09-12,2024-08-01 00:00:00,UP-20240801-0690,Unilever Philippines,10,6.16,ACTIVE
691,480198112720,Royal Swakto 195ml (1 Case),18,2024-09-15,2024-08-02 00:00:00,CBP-20240802-0691,Coca-Cola Beverages Philippines,2,114.95,ACTIVE
692,642611907726,Ajinomoto Seasoning Mix 50g,105,2025-03-11,2024-08-02 00:00:00,DMP-20240802-0692,Del Monte Philippines Inc.,14,11.8,ACTIVE
693,037000359562,Ariel With a Touch of Downy Freshness Powder,185,2025-12-18,2024-08-02 00:00:00,P&G-20240802-0693,Procter & Gamble Philippines,9,610.69,ACTIVE
694,480198112010,Royal Tru Orange 500ml,288,2025-02-07,2024-08-03 00:00:00,PPP-20240803-0694,Pepsi-Cola Products Philippines,3,23.1,ACTIVE
695,480392515110,Pepsi 1.5L,285,2025-05-01,2024-08-03 00:00:00,SMC-20240803-0695,San Miguel Corporation,1,51.32,ACTIVE
696,480002201028,Hunts Pork & Beans 100g Doy,64,2026-03-03,2024-08-03 00:00:00,CPF-20240803-0696,Century Pacific Food Inc.,7,13.34,ACTIVE
697,480392525114,Mountain Dew 500ml,241,2025-04-01,2024-08-04 00:00:00,CBP-20240804-0697,Coca-Cola Beverages Philippines,2,20.53,ACTIVE
698,480198111607,Coke 1.5L,49,2025-07-04,2024-08-04 00:00:00,CBP-20240804-0698,Coca-Cola Beverages Philippines,2,55.44,ACTIVE
699,480392515114,Mountain Dew 1.5L,196,2025-08-01,2024-08-04 00:00:00,PPP-20240804-0699,Pepsi-Cola Products Philippines,3,51.33,ACTIVE
700,893951811445,Hansel Mocha Sandwich,190,2025-04-21,2024-08-05 00:00:00,OST-20240805-0700,Oishi Snack Time,13,55.44,ACTIVE
701,480864702009,Eden Cheese 165g,47,2024-10-29,2024-08-05 00:00:00,CPF-20240805-0701,Century Pacific Food Inc.,7,71.87,ACTIVE
702,000008586780,Datu Puti Patis 1L,20,2025-05-13,2024-08-05 00:00:00,UP-20240805-0702,Unilever Philippines,10,74.95,ACTIVE
703,480088814685,Sunsilk Strong & Long 350ml,182,2026-10-06,2024-08-05 00:00:00,P&G-20240805-0703,Procter & Gamble Philippines,9,138.61,ACTIVE
704,490243086729,Joy Dishwashing Liquid Lemon 475ml,78,2026-01-07,2024-08-05 00:00:00,UP-20240805-0704,Unilever Philippines,10,123.21,ACTIVE
705,544900000099,Coca-Cola Mismo 295ml,199,2025-07-30,2024-08-07 00:00:00,PPP-20240807-0705,Pepsi-Cola Products Philippines,3,18.49,ACTIVE
706,480198111664,Coke Zero 1.5L,81,2025-06-23,2024-08-08 00:00:00,PPP-20240808-0706,Pepsi-Cola Products Philippines,3,55.46,ACTIVE
707,480198109722,Royal Tru Strawberry 1.5L,33,2025-02-19,2024-08-08 00:00:00,SMC-20240808-0707,San Miguel Corporation,1,55.46,ACTIVE
708,480036141081,Nestle Bear Brand Fortified 33g,84,2024-11-16,2024-08-08 00:00:00,U(R-20240808-0708,URC (Universal Robina Corporation),5,10.27,ACTIVE
709,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,15,2024-09-08,2024-08-08 00:00:00,AMC-20240808-0709,Alaska Milk Corporation,8,7.7,ACTIVE
710,489120804013,Oishi Prawn Crackers 60g,300,2025-02-02,2024-08-08 00:00:00,RGO-20240808-0710,Rebisco Group of Companies,12,15.92,ACTIVE
711,893921341445,San Sky Flakes Crackers Original 25g x 10s,214,2024-10-23,2024-08-08 00:00:00,U(R-20240808-0711,URC (Universal Robina Corporation),5,53.92,ACTIVE
712,480198118062,Sprite 1.5L,243,2024-12-23,2024-08-09 00:00:00,SMC-20240809-0712,San Miguel Corporation,1,55.47,ACTIVE
713,480732471900,Sprite 1L (1 Case),6,2025-03-01,2024-08-09 00:00:00,PPP-20240809-0713,Pepsi-Cola Products Philippines,3,323.58,ACTIVE
714,642647382226,Sisters Night Plus Cottony Napkin,182,2026-03-09,2024-08-09 00:00:00,P&G-20240809-0714,Procter & Gamble Philippines,9,41.09,ACTIVE
715,672329634182,Whisper Cottony Soft Clean X-Long Overnight,70,2026-08-23,2024-08-09 00:00:00,P&G-20240809-0715,Procter & Gamble Philippines,9,118.13,ACTIVE
716,480191198062,Royal Tru Orange 1.5L,100,2024-12-09,2024-08-10 00:00:00,SMC-20240810-0716,San Miguel Corporation,1,55.48,ACTIVE
717,955600121722,Milo 22g Sachet,166,2024-10-14,2024-08-10 00:00:00,PPP-20240810-0717,Pepsi-Cola Products Philippines,3,10.79,ACTIVE
718,748485200019,555 Sardines in Tomato Sauce 155g,199,2025-09-30,2024-08-10 00:00:00,CPF-20240810-0718,Century Pacific Food Inc.,7,22.6,ACTIVE
719,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,39,2027-07-17,2024-08-10 00:00:00,P&G-20240810-0719,Procter & Gamble Philippines,9,10.79,ACTIVE
720,480198112005,Sprite 500ml,48,2024-10-24,2024-08-11 00:00:00,SMC-20240811-0720,San Miguel Corporation,1,23.12,ACTIVE
721,480198111696,Coke Light 1.5L,198,2024-12-29,2024-08-11 00:00:00,CBP-20240811-0721,Coca-Cola Beverages Philippines,2,60.11,ACTIVE
722,480611352020,Juicy Lemon 237 ml (1 Bundle),12,2025-03-14,2024-08-11 00:00:00,CBP-20240811-0722,Coca-Cola Beverages Philippines,2,130.49,ACTIVE
723,480198112000,Coke 500ml,133,2025-05-10,2024-08-12 00:00:00,CBP-20240812-0723,Coca-Cola Beverages Philippines,2,23.12,ACTIVE
724,480392525110,Pepsi 500ml,246,2024-09-27,2024-08-12 00:00:00,CBP-20240812-0724,Coca-Cola Beverages Philippines,2,20.55,ACTIVE
725,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,110,2024-11-23,2024-08-12 00:00:00,AMC-20240812-0725,Alaska Milk Corporation,8,35.97,ACTIVE
726,480004784003,Zonrox Original Bleach 250ml,47,2027-03-16,2024-08-13 00:00:00,UP-20240813-0726,Unilever Philippines,10,34.94,ACTIVE
727,480198112717,Coke Swakto 195ml (1 Case),7,2024-11-17,2024-08-14 00:00:00,PPP-20240814-0727,Pepsi-Cola Products Philippines,3,115.12,ACTIVE
728,542353276241,Royal 1L (1 Case),28,2024-10-28,2024-08-14 00:00:00,PPP-20240814-0728,Pepsi-Cola Products Philippines,3,323.77,ACTIVE
729,965412919731,Energen Cereal Milk Chocolate Drink 40g,113,2024-10-16,2024-08-14 00:00:00,OST-20240814-0729,Oishi Snack Time,13,8.22,ACTIVE
730,480198102719,Sprite Swakto 195ml (1 Case),8,2025-01-13,2024-08-15 00:00:00,PPP-20240815-0730,Pepsi-Cola Products Philippines,3,115.13,ACTIVE
731,480374937310,Coke 1L (1 Case),19,2025-02-02,2024-08-15 00:00:00,PPP-20240815-0731,Pepsi-Cola Products Philippines,3,323.81,ACTIVE
732,480864731007,Tang Orange 250g,135,2024-12-27,2024-08-15 00:00:00,AMC-20240815-0732,Alaska Milk Corporation,8,200.45,ACTIVE
733,480198111607,Coke 1.5L,283,2025-04-17,2024-08-16 00:00:00,CBP-20240816-0733,Coca-Cola Beverages Philippines,2,55.52,ACTIVE
734,480392515116,Mirinda Orange 1.5L,258,2024-10-14,2024-08-16 00:00:00,PPP-20240816-0734,Pepsi-Cola Products Philippines,3,55.52,ACTIVE
735,480392513032,Mountain Dew 290ml (1 Case),8,2025-07-21,2024-08-16 00:00:00,SMC-20240816-0735,San Miguel Corporation,1,185.06,ACTIVE
736,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,175,2026-08-29,2024-08-16 00:00:00,UP-20240816-0736,Unilever Philippines,10,6.17,ACTIVE
737,480088814685,Sunsilk Strong & Long 350ml,149,2026-02-22,2024-08-17 00:00:00,UP-20240817-0737,Unilever Philippines,10,138.81,ACTIVE
738,037000359562,Ariel With a Touch of Downy Freshness Powder,41,2027-05-13,2024-08-17 00:00:00,P&G-20240817-0738,Procter & Gamble Philippines,9,611.79,ACTIVE
739,480392515110,Pepsi 1.5L,57,2024-12-12,2024-08-18 00:00:00,SMC-20240818-0739,San Miguel Corporation,1,51.42,ACTIVE
740,480057511015,Alaska Classic Evaporated Filled Milk 140ml,180,2024-12-25,2024-08-18 00:00:00,AMC-20240818-0740,Alaska Milk Corporation,8,26.22,ACTIVE
741,480535824701,Dari Creme Butter Milk 100g,127,2024-12-22,2024-08-18 00:00:00,AMC-20240818-0741,Alaska Milk Corporation,8,38.05,ACTIVE
742,544900000099,Coca-Cola Mismo 295ml,283,2025-01-21,2024-08-19 00:00:00,CBP-20240819-0742,Coca-Cola Beverages Philippines,2,18.51,ACTIVE
743,480392525114,Mountain Dew 500ml,283,2025-03-31,2024-08-19 00:00:00,PPP-20240819-0743,Pepsi-Cola Products Philippines,3,20.57,ACTIVE
744,480198111664,Coke Zero 1.5L,48,2025-03-31,2024-08-19 00:00:00,PPP-20240819-0744,Pepsi-Cola Products Philippines,3,55.54,ACTIVE
745,748485800035,Argentina Corned Beef 260g,102,2025-11-04,2024-08-19 00:00:00,NI-20240819-0745,NutriAsia Inc.,11,53.48,ACTIVE
746,642321541122,Sisters Overnight Dry,196,2026-08-07,2024-08-20 00:00:00,PSC-20240820-0746,Philippine Seven Corp (7-Eleven Dist.),15,108.0,ACTIVE
747,672329634182,Whisper Cottony Soft Clean X-Long Overnight,89,2026-06-05,2024-08-20 00:00:00,P&G-20240820-0747,Procter & Gamble Philippines,9,118.29,ACTIVE
748,480198112010,Royal Tru Orange 500ml,141,2025-03-14,2024-08-21 00:00:00,PPP-20240821-0748,Pepsi-Cola Products Philippines,3,23.15,ACTIVE
749,480392515112,7-up 1.5L,25,2024-12-22,2024-08-21 00:00:00,PPP-20240821-0749,Pepsi-Cola Products Philippines,3,51.44,ACTIVE
750,489120804013,Oishi Prawn Crackers 60g,58,2025-04-12,2024-08-21 00:00:00,PSC-20240821-0750,Philippine Seven Corp (7-Eleven Dist.),15,15.94,ACTIVE
751,642611907726,Ajinomoto Seasoning Mix 50g,199,2025-03-02,2024-08-21 00:00:00,UP-20240821-0751,Unilever Philippines,10,11.83,ACTIVE
752,490243086729,Joy Dishwashing Liquid Lemon 475ml,121,2027-02-11,2024-08-21 00:00:00,UP-20240821-0752,Unilever Philippines,10,123.44,ACTIVE
753,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,118,2024-12-21,2024-08-21 00:00:00,MNC-20240821-0753,Monde Nissin Corporation,6,11.32,ACTIVE
754,480611352020,Juicy Lemon 237 ml (1 Bundle),5,2024-10-13,2024-08-22 00:00:00,CBP-20240822-0754,Coca-Cola Beverages Philippines,2,130.66,ACTIVE
755,480036141081,Nestle Bear Brand Fortified 33g,168,2024-09-22,2024-08-22 00:00:00,NPI-20240822-0755,Nestle Philippines Inc.,4,10.29,ACTIVE
756,893951811445,Hansel Mocha Sandwich,264,2024-10-21,2024-08-22 00:00:00,MNC-20240822-0756,Monde Nissin Corporation,6,55.56,ACTIVE
757,480198112720,Royal Swakto 195ml (1 Case),20,2025-03-20,2024-08-23 00:00:00,PPP-20240823-0757,Pepsi-Cola Products Philippines,3,115.24,ACTIVE
758,480002201028,Hunts Pork & Beans 100g Doy,32,2026-06-04,2024-08-23 00:00:00,NI-20240823-0758,NutriAsia Inc.,11,13.38,ACTIVE
759,480198112000,Coke 500ml,202,2024-10-16,2024-08-24 00:00:00,SMC-20240824-0759,San Miguel Corporation,1,23.15,ACTIVE
760,480392515114,Mountain Dew 1.5L,102,2025-05-19,2024-08-24 00:00:00,SMC-20240824-0760,San Miguel Corporation,1,51.45,ACTIVE
761,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,34,2024-12-07,2024-08-24 00:00:00,U(R-20240824-0761,URC (Universal Robina Corporation),5,7.72,ACTIVE
